,0,1
752,123,YEAH!!! Carson just barely cut on of his teeth!! I just saw it this morning!!!
753,123,I am soooo sad Brittany Murphy died!!!
754,123,Forgot that I was cleaning my toilet and almost fell in. LOL wish I could have seen my face.
755,123,Isn't it amazing how you can make assumptions of people and find out you have some things in common! Yay for the remainder of decent people! :)
756,124,This dude ???? Good work dear
757,124,Jp s life. ??
758,124,Hey guys! I'm booking up this week and next for spray tans! Let me know if you wanna get bronzed before Christmas!
759,124,Life is too precious..
760,124,Thanks everyone for the birthday love! Me and Dev are both officially 24 today...yikes.
761,124,beautiful day in the neighborhood.
762,124,summer your a terd.
763,124,HAPPY BIRTHDAY JAESI! We love and miss you sugar.
764,124,HAAAAAPPPY BIRTHDAY JEN JEN ! YOUR DA BOMB JOO
765,124,feeling the pain of a good weekend at lake powell....very much worth it I think.
766,124,chillin with a yellow face thanks to my chemical peel/anti aging addictions.
767,124,thanks everyone. your all rad.
768,124,thanks peeps
769,124,HAPPY BIRTHDAY BRITTANIE! LOVE YOU
770,124,watching i love lucy drinking vanilla silk and playing with ollie poo....JAESI I NEED MAYA RIGHT NOW!...and dad does too. hes bad. hah
771,124,pants on the ground!
772,124,JULIE THOMAS'S BABY SHOWER DEC. 3OTH 6-8PM AT SANDBERGS HOME! MARK YOUR CALENDERS! EVERYONE COME! ITS A BOOOY!
773,125,"I try not to talk about this guy, especially on Facebook. BUT WHAT THE HELL!? How is this real life??"
774,125,Pizzzzza so much pizza.
775,125,Penny candies and this sweet man were a huge part of my childhood. My heart goes out to his family.
776,125,Visiting grandpa Biff
777,125,Happy thanksgiving everyone! ??
778,125,Happens to the best of us.
779,125,All the world is mad. ??
780,125,"We're leaving for California/Disneyland this week. (Surprise to Koen) any tips or tricks to doing Disney with a toddler and a big kid would be greatly appreciated, thanks!"
781,125,So... really though can I have yo numba? can I have it?
782,125,To cut all my hairs off or not to. That is the question!
783,125,"I'm thinking of taking Rad up to Zion for a little hike. If any of you other momma's or non momma's wanna join, let me know!"
784,125,Does anyone know a good seamstress that could alter a dress for me? Preferably today?
785,125,"Sheesh! Ya'll know how to make a girl feel special. Thanks everyone for your messages, texts, gifts, hugs, cards, and posts! Love you all!"
786,125,Koen: Jesus put a spell on me to be handsome.
787,125,In my next life I would like to come back as Dustin Kensrue.
788,125,I just changed Rad's poop diaper WHILE he was sleeping. I'm a ninja.
789,125,I've literally had the pizza bagel jingle stuck in my head since 1996.
790,125,That other awkward moment when you eat almost an entire 14" pizza by yourself. Whatevs.
791,125,"That awkward moment when you're taking a shower and your child opens the curtains, leaving you in plain view of your backyard neighbors. Suuuuper ????"
792,125,umm... anyone wanna get some coffee with me in a bit?
793,126,Headed to San Bernardino this morning:)
794,126,For those who emailed/texted asking for Hali's MTC Mailbox number. It is 133.
795,126,Entering the MTC tomorrow at 1:00! So excited! I will miss you all!:)
796,126,So happy I have pretty much finished my Farewell talk! Two weeks from now I will be speaking!:)
797,126,So excited for Salt Lake this weekend with my Mom!:)
798,126,Loved conference today!!!:)
799,126,Had fun helping out at the marathon today!:)
800,126,Going through the Temple today! So excited!!!:)
801,126,My phone got stolen!! Please send me your numbers!:)
802,126,And... it's official... Frank is a FREAK! I call him FREAKY FRANK!
803,126,Im so thankful for my Dad and his great influence in my life! I couldn't ask for a better Father. Happy Father's Day Dad!
804,126,Feels like crawling in a hole and not coming out for a long while!
805,126,I HATE the wind!!!!
806,126,So.... Went on a walk yesterday and this little kid just stops to pee in front of us! Then gets some on his hands and goes eww that was gross! haha- he was so not aware of the people around him!
807,126,Is excited to go to Glenwild today and see my fam! Should be fun!
808,126,Is SICK of being sick!!!!!
809,126,Just cleaned my room and bathroom! It feels so good!:)
810,127,Hudson and Santa became friends instantly... Christmas 2013...
811,127,The loves of my life!
812,127,"My sweet little boy the day after he was born! 
9~28~13"
813,127,Thank you to the beautiful lady behind me in the check out at wal Mart who stepped right in & paid for all my groceries as I was in hysteria realizing all my cash & cards had been stolen! There is good out there! Thank you sweet lady for the reminder!
814,127,"m purchasing paint and the lady asks me are you over 18 can I see your ID? I reply with a YES she says you promise? The conversation ends with her telling me she will take my word for it this time! I asked her if she was being serious she said yes! Hahaha
It made me laugh! :)"
815,127," am not thinking very clearly but this picture is much better to celebrate our One year with!:) When I get up some energy I will explain what happened on our blog. Its a long story! 
Love your kindness and all of your patience Jord. We have been through a lot this year and I couldn't imagine going through it with anyone else! love u"
816,127,I love my husband so much!!!!
817,127,I had to do it!!!!! Vote if you would like! ;)??
818,127,She's getting so big but still so small... She LOVES riding in the cart and I love that I can shop without her screaming!??
819,127,I never posted any of these amazing pics my talented friend took of us! Thanks kacee!!! AND how have my babies changed so much in such a short time!!!??
820,127,I tried prepping him to meet Santa but I guess it didn't work! At one point he looked over at him to make sure he still needed to be screaming! ??
821,127,Thoughts and opinions on which Britax forward facing car seat to get???
822,127,"I haven't found the Summit Rock yet, BUUUUUTTTT I JUST WON TICKETS TO RASCAL FLATTS!!!!!!!! THANK YOU KONY COUNTRY!!! You guys are the best!!! And thanks to Marty & Amy for your awesome & hilarious voicemail!!!??????"
823,128,i love my wife
824,129,"Here's an update on our holiday doings, in case you care."
825,129,Some of you were sad you missed my Black Friday sale. This will be my last sale of the season. ??
826,129,"I'm scared to share this, but here it is."
827,129,"Hey friends! As many of you know, I have started a business called Oh, Elle. I make and sell hair bows, bow ties, headbands, bibs, t-shirts, and personalized paper dolls for kiddos. Since I want to keep business business and personal personal, I created a page for Oh, Elle. If you are interested in my shop I would love for you to follow my page. Also, if you know anyone that might be interested in cute, mini-sized items please tell them about me. Thanks and much love! ??"
828,129,Just a few thoughts that I can't get off my mind.
829,129,"Hey my Cedar and Beaver friends, what are the roads like? I was planning on going down this weekend, but don't want to deal with frozen roads."
830,132,Time for a Kit meme. I miss Kit.
831,132,"We've decided we won't be taking our sweet cat, Kit, to Florida. I'm wondering if anyone knows of a good home she could go to. We have litter, cat food, and a litter box that can come with her.

She is an outdoor cat, but loves to be around her family. Any time we are outside she is hanging out with us. She usually comes in at night to sleep and have snuggles. Her front paws are declawed and she has been fixed. She is 2 years old and will be 3 on August 4th."
832,132,"Was just thinking today why in the world I decided to babysit my mom's beautiful, expensive desks when I have two young kids lol. I realize I'm always like ""don't touch"" ""don't drive your cars on my desk"" ""don't bring scissors close to this desk"", etc. I love the desks....but I almost have a heart attack every once in a while just trying to keep the kids away from them. I realize now, just buy cheap things until your kids are grown up or out of the house. Lesson learned. :)"
833,132,"10 awesome and crazy years have gone by with my BFF Paul Yoder. Happy anniversary, Bae!"
834,132,This is me every day I'm done with work and see what the kids have done to the house.
835,132,My girlfriends are the best. :) Diablo III FTW!
836,132,Sleepyhead. <3 #kitty
837,132,All of them are growing! #sohappy
838,132,My husband launched his first fantasy novel! <3
839,132,Thought this was a pretty funny comparison from us 6 years ago to us today. :) #renaissance
840,132,"Every time Cove plays with my hair he says, ""You're like the Elsa, Mom."" lol"
841,132,I love my family. <3 They are the best thing in my life. Couldn't see a life without them.
842,134,Thank you
843,137,Chicago! Loved it there...
844,137," Lol, kids are cute one for sure!! O?"
845,138,Has anyone heard different? I have heard its safe and not from different people and websites? What herbal teas did any of y'all have while prego?
846,138,Front left lady = my spirit animal ??
847,138,Surround yourself with people who will dance with you in the rain. #sisterhood #downpour #choosetobehappy #pureromance
848,138,I have the absolute best friends in the entire world...
849,138,Still my favorite
850,138,"I am hosting a Pure Romance GIRLS NIGHT at my house this Thursday night at 7:00. Any girl over the age of 18 is invited. There will be door prizes and way too much fun!

Drop an Emoji ????????????? if you want an invite!

I can promise it is classy and your cheeks will hurt by the end of the night from laughing."
851,138,Has anyone heard different? I have heard its safe and not from different people and websites? What herbal teas did any of y'all have while prego?
852,139,It s been a wonderful trip around the sun! Happy 1 year anniversary to all my Frozen family! ??????
853,139,The first sunset of 2019 from our future home. It s looking bright.
854,139,"Look what popped up on my feed! The Crazy Birthday  documentary  we made two years ago for Shazia Saleem s Birthday!

Happy Birthday Boo!!!!"
855,139,"I am sitting on the subway hearing the voice of Caissie Levy drifting out of headphones of the strangers sitting around me...in case you missed it, our cast album dropped at midnight...and apparently it s all my subway friends are listening to! It s that good y all!!!!"
856,139,Y all!!! Our digital album is out!!! Now you can listen to our beautiful show anytime you want!!!
857,139,This is too good not to share.
858,139,Are my friends at the Mandalay Bay in Vegas ok?!?! My prayers are with you.
859,139,It's opening night for the Denver premier of Disney's Frozen The Musical!!!! It's been great working with this talented team! Let's put on a show!
860,139,Happy Anniversary Gary Martori I love you more than the world. 3 years feels like a lifetime of love. Looking forward to our bright future babe. ;-) ??
861,139,Thanks Matthew Murphy for the great photo of me in the hair room at The Phantom of the Opera. It's a joy to work on Broadway. Sometimes I have to pinch myself to make sure it's all not a dream.
862,139,Vote my friends. It's important.
863,139,One of the most inspirational hairdressers in the world.
864,139,Two months ago I married the man of my dreams?? isn't he handsome ?? happy Anniversary Gary Martori
865,139,It's here people!!!! I'm getting married today!!!!!!!!!!!!!
866,139,Thank you to everyone who made my birthday so incredibly amazing! I am surrounded by the best people and I most definitely felt the love yesterday! You are all wonderful! Thank you all!!!
867,139,Dear truck driver....I'm thankful you didn't kill me when you ran my car off the freeway. Happy Holidays!
868,139,Male haircut model for tomorrow morning at 10:00 needed...let me hook you up peeps!
869,140,Amazing message! You never know what someone is going through so be nice to everyone and help others when you can!
870,140,It's about time that Technical on Green comes
871,140,Please tell me I am not the only one who finds this ridiculous?
872,140,Take the time to read this it is awesome!
873,140,Kevin Clements I found Cole's cake for next year! Get to work figuring this one out!
874,140,It is crazy that the predictions are still giving it to Green.
875,140,These are the people I get to work with everyday! Pretty fun group!
876,141,"Yeah but my snowball passed away a couple years ago, and it was rough"
877,141,Original PlayStation 3 backwards compatible with PlayStation 2 games and two controllers asking 200 or best offer
878,141,Samsung Galaxy S2 has a crack at the bottom of the screen but runs wonderfully otherwise comes with a charger cord asking 30 or best offer
879,143,Dreaming of reading on the beach...for weeks and weeks
880,143,Not ashamed to say I m a tree hugger *literally*
881,143,Just a reminder that the suicide prevention walk is next Saturday morning. This would be a great place for those who are trying to process what has just happened at a local high school and to honor the memory of those they have lost to suicide. It s a great community and it s free to walk.
882,143,British family have you ever heard the phrase "bingo top"?
883,143,"Ok British Friends: what are some phrases/words you used in England that are not common in America? Either in the way you use them, what they mean, or are completely new. (It's for a homework assignment) TIA"
884,143,"I did all right with my grocery shopping today apparently. I got the girls some fruit snacks, and now they are singing praises to me #thesegirls"
885,143,Feast or famine people. No in between
886,143,"My brother is doing a contest. Read it and share it to help him win. Also, I didn't know about this trail, so I'm excited to try it out (when the heat goes away)"
887,143,"The girls and some friends are playing video games. None of them are any good. It's painful to watch. They have been playing for a long time, and haven't made it very far. But they are happy, so that's what counts :)"
888,143,Why everyone needs feminism :)
889,143,In case you are upset about this as I am.
890,143,For all my teacher friends still in school. And for those who are already done for the summer!
891,143,Re arranged my bedroom tonight. Now I wonder why we didn't do it this way in the first place
892,143,Where should I go for my bday dinner next week? My. Kind is a blank on good places to eat that are decent in price and kid friendly
893,143,Where should I go for my bday dinner next week? My. Kind is a blank on good places to eat that are decent in price and kid friendly
894,143,"My parents got stranded in their motorcycle trip. Jimmy is off to save the day :) now I just hope the girls are awesome for me, and that a movie night will go over well with me doing little work :)"
895,143,Major bread fail. Guess that free sample of yeast taught me that I never want to buy that kind.
896,143,Just realized that all my status updates were set for only jimmy or those who were tagged to see them. I am slightly relieved. I was just starting to think no one liked me :)
897,143,"I wish my van had two horns. The normal one to express any displeasure i have, and a nicer sounding one to say, ""hey the light turned green. I'm really ok waiting behind you. I'm in no big rush, but I thought I would let you know."""
898,144,"Banana nut bread muffins and coffee.
Perfect way to start out the morning :)"
899,144,You can play with me in public. . . I light up when touched. . . You can turn me on when you want. -Shane's idea of a perfect woman-
900,144,So happy :) I got home from work today and my passport had arrived. Getting excited 
901,144,just the cutest baby in the world love you guys and miss you
902,144,grandpa is watching so proud of you all wish I was there
903,144,This was at my bridal shower. Just over a year ago.
904,144,The cruse was amazing and spending time with Shane away from home was awesome. We had a great honeymoon and lots of fun. I love my honey and I'm glad he had a good time with me this week.
905,144,"Alright, 1 more day to go. I think I'm freaking out now. So much to do, so little time. On the up side I'm so stoked for the cruse :) . . . . . Just sayin."
906,144,"So excited for today. First i'd like to say Happy 90th birthday to my Great Grandma Starkey. 
To do list for my weekend: Birthday party for grandma, then bachelor/ bachelorette party and tomorrow bridal shower. Holy cow time sure flys. Oh and 7 days to go :)"
907,144,So I go to sleep around 7 and wake up to go to the bathroom around 11:50. Now I can't sleep after laying in bed for almost 3 hours. Damn bladder.
908,144,"Felling like hell. I hope I can make it to work and through the day, tomorrow."
909,144,I think I'm may hit up the doc office in the morn. I've had a killer headache for about a week now. Yesterday at work I was feeling nausea and dizzy. Ended up going home a little early.
910,144,"So happy right now. My honey took me to Vegas. We had a blast, we got some sweet cups at the coca-cola store. We mostly walked or drove around and looked at stuff. It was an awesome date day."
911,144,Time for bed. Looking forward to an awesomely fantabulous day tomorrow. Oh yeah
912,144,Excited and ready for a day off. Even though I am getting sick.
913,145,Of course it's up at the cabin best place to be!
914,147,My uncle! I wish I lived closer!
915,147,"SORRY TO ALL OF YOU WHO GOT A SCAM POSTED ON YOUR WALL BY ME- MY ACCOUNT GOT HACKED INTO! Stupid hackers! I HAVE CHANGED MY PASSWORD, HOPEFULLY THAT WORKS!"
916,147,I love the smell of rain On the Island!
917,147,Ladies Night at The Pearl Night Club tonight! Come get free spa services from us!
918,147,Spring break? Its been Spring all year! ;)
919,147,I love the days of sun and rain at the same time! As long as its still 80* outside~! ;)
920,147,My trip home is almost up! I dont want to leave my family! But im dying to get back to my hubby in Hawaii!
921,147,it was 85 degrees here today and not a cloud in the sky! Not even hovering over the mountains-thats rare here! I love it!
922,147,My bro and mom are coming this week to Hawaii! I am so excited!
923,147,Just another day at the Spa! Off to work! Hoe everyone else is having a great day!
924,147,Life. Is. So. Precious. This can happen to anyone at any time! Hold your spouse a little closer today and always. My cousin Karla lost hers yesterday after a few short months of marriage!
925,147,Parents need to be more mindful of the leaders that are teaching their children! Good point made in this article!
926,147,"Good memories of hanging out with Jeremie ?? my heart aches so bad for your loved ones left behind. My thoughts, love, and prayers go out to those you leave behind. Gone too young too soon. So tragic for my good friend Darcee and her family ??"
927,149,Good times golfin with Dad and the Bro's!
928,149,"My Friends,

Outlier Labs officially launches tomorrow! It would be incredible to see you at our Launch party Friday (tomorrow) at Noon! We'll have food and good times! See you then!"
929,149,That awkward moment when you try to double tap a photo on Facebook to like it...
930,149,"When the perfect hand finally comes, you bet on yourself big. Here's to hoping."
931,149,If I Cry... out of Apple induced joy ... will you judge me?
932,149,I'm Geekin out over here! Love Apple!
933,149,Good things are in the works.
934,149,"My fine friends, Miranda and I are on the house hunt again! Please shoot me a text or message if you have a good reference for us! Thanks guys!"
935,149,Something About being back on campus just fills me with fire and hope for great things to come!
936,149,"Every once in a while, in the middle of an ordinary life, God gives us a Fairytale."
937,149,"Spoiler Alert, Miranda looks STUNNING in her Bridals!"
938,149,"Well, we are now up north for final wedding prep! This just got real!"
939,149,"When you manage social media as one of your jobs, you sometimes neglect your own."
940,149,Growin up ... by choice I only had lucky charms once this week.
941,149,So ... Totally saw a 30 carat diamond today ... Woah!
942,149,Spring Break is About over ... I suppose it's time to break Facebook radio silence.
943,149,Nothing like pitching your brainchild Business plan on 45 minutes of sleep!
944,149,You want to be a success? Then Do the hard things!
945,149,Holy Freak .... Ed Sheeran concert was a revelation!!!
946,150,It was great to see all my family and friend's today for Christmas Eve.
947,150,Today's the day we find out if baby Bohacek is a Boy or a Girl!! :) 
948,150,The Redsox are heading to the World Series. That's my team. Go Redsox!!!!
949,150,Just watched Game 6 between Boston vs. Detroit. What a great game. Go Redsox!!!
950,150,Saddest thing ever when your baby is getting so big you have to get the next size clothes out! Putting all of her 0-3 month clothes away! :(
951,150,Time is flying by! Can't believe my baby it 8 months old today! We are making so much progress everyday! 
952,150,Finally our first night all together in our new place! So happy to be together again!
953,150,You will conquer obstacles to achieve success =)
954,150,My sweet little pumpkin! She's such a good sport about being dragged everywhere :)
955,150,Learning to love our toothbrush!
956,150,Off the the school carnival to meet our friend! 
957,150,So my mom sent me this pic! We are about the same age! We kinda lol alike right! 
958,150,Watching the crazy lighting storm out of my bedroom window!!!!
959,150,From little baby's to big girl baby's lol :) these two are going to be such good friends! I can't wait to see them grow up together! 
960,150,Bella is at her first football game tonight!!!! She is having fun with her dad and family
961,150,Happy National Dog Day!Sorry for the over load! I just love my girls!!
962,152,"Companies are rapidly laying off employees and cutting down workers hours since Obama was re-elected, Hmmmmmmmmm........................."
963,152,"i want to smack Joe Biden's condescending, disrespectful, and annoying smirk off his face"
964,152,I'd be embarrassed to play tennis for snow canyon high school
965,152,never seen a luckier player and team than Eli Manning and the New York Giants!
966,152,arrested development is hands down the funniest tv show ever
967,152,if the lakers don't get paul or howard i'm going to be pissed
968,152,theres no greater feeling in the world then winning in sports
969,152,I will not watch another Alabama vs LSU game for the National Title
970,152,breaking bad is such a sick show!
971,152,"byu fans are so classic! they finally came out of hiding today after their football teams ridiculously lucky win over a mediocre school and a utah loss, and all they can do is laugh and criticize utah for being in the pac-12. byu is the worst school because of their fans! still bitter about utahs two BCS bowl wins!"
972,152,i dare john nelson not to like this status!!
973,152,"run fast, not half fast"
974,152,loves it when the lakers get so bored and lose to a team they're cleary better than...............
975,152,its shocking how much I hate the jets and the heat this year
976,152,who's goin to the utah vs boise state bowl game?
977,152,Gasol didn't miss ONE shot!
978,152,entourage is getting nuts
979,152,anybody going to salt lake on friday i can bum a ride with
980,152,lakers
981,152,how many games winners does kobe need to make this year? MVP
982,152,"1) only 11 men allowed in the huddle at one time. 2) run the ball instead of throwing off balance, off your back foot, and back across the field. Thanks a lot Brad Childress and Brett Favre."
983,154,Think about it!!!
984,154,Get them while there hot!!
985,154,For stg people
986,154,Toy hauler 2008
987,154,Gotta have something to live for right !!!????
988,154,Interesting!!
989,154,Hell yes????
990,154,Haha ?? way to make the best of it!!!!!
991,154,So true everyone is tuff on social media!!!
992,154,Very true !!!! In all aspects
993,154,Soooo true !!!!!
994,154,Amen !!!! It s not about color it s about the inner person!!!
995,154,A little fun
996,155,15 year old me in 2002. That Weezer shirt tho.
997,155,Beautiful day in salt lake city!!! How can I not go skate today. What's happening tonight for new years eve I need some ideas!!!
998,155,Performing at five monkeys last night in Murray!!! I really like this stage so come out next Thursday!! Photo by EK
999,155,So I did three nights of comedy in a row this week and I am happy with every set I did!!! I now realize this is what I want to do for the rest of my life...or Atleast for another four weeks.
1000,155,One day all you motha fuckas will notice me and wish I still had anything to do with you. But until then just take note of all my accomplishments.
1001,155,I am seriously loving this warmer weather in salt lake and the best part is that there is no snow to ruin my life yet!!!
1002,155,Come out to the complex tonight at 8pm!! It's free and 21+ I will be telling jokes along with a bunch of other people who don't really matter!! Oh and it's bring your dog to get neutered night so make sure to bring that bitch of a yorkie you hate so much to get his dick cut off!!!
1003,155,"2011 has been one of the most exciting years ever in my life! So much has happened I can't wait to see what 2012 has in store for me!! Comedy sketches,headlining shows,new blog,traveling,new skate section,new jokes,more filming!!! Just you all wait and see how I'm gonna make 2012 my bitch."
1004,155,You know the music industry is bad when Foster the People already have tickets on pre order and are expected to sell out fast. Luckily Mayer Hawthorne is opening and is the only reason the show is going to be great!!!
1005,155,People need to lighten up and not take what I say so seriously. On that note I lost two really good Internet friends due to last night shenanigans. May their Internet souls rest in peace!!! Amen.
1006,155,Got most of my Christmas shopping done thank the sweet lord baby jesus. Now gonna get my ass a drink somewhere!
1007,155,Gonna finally get some christmas shopping done today...for myself that is hahahahahhaaha ok gonna go kill myself now!
1008,155,So sick to see all the Iowa and Nebraska homies still killing it. Good job Rieky Gibson. There was some sick stuff!
1009,155,Haven't washed any of my jeans in over a year....today that will all change! I'm just sad they won't fit anymore :(
1010,155,Still shocked at the news of Lemmy passing away. He was definitely the heart and soul of Mumford and Sons. They will never be the same band without him and his banjo.
1011,155,Doing some tourist shit!
1012,159,"To all of my blog following friends, who are some of your favorites?"
1013,159,"Well this just completely made my day, #yoloswag!"
1014,159,"I'm thinking it may be time to bust out the Harry Potter books again. The question is, which one do I start with...?"
1015,159,So...who wants to go with me to Vegas early Sunday morning to take a friend to the airport?
1016,159,I really just want a black bean burger from Oscars in Springdale...
1017,159,"I just discovered that Netflix has an entire season of Sons of Anarchy that I haven't seen yet! Well, I know what I'll be doing this weekend..."
1018,159,Photoshop I am super annoyed at you right now. If you freeze on me one more time I might just throw my beautiful computer out of my office window...
1019,159,"Griff and I just watched his new movie, Rise of the Guardians. Freaking movie was so cute it made me cry..."
1020,159,I want to get on a plane and fly somewhere tropical. Who wants to come with?
1021,159,Today I was told that I look like a Utah mom. Thank you I think? Is that a good thing or a bad thing??
1022,159,Rainy mornings make me happy :-)
1023,159,And then this girl ate her ENTIRE burrito from Rio. The shame...
1024,159,"So, I'm sitting outside the movie theater and some guy walks out carrying a little white puppy, lets him do his business in the planter, them smuggles him back in in his jacket. I couldn't help but laugh."
1025,159,All alone in the office...what do I do? Work while listening to an audio book :-) Thanks Angie Yates for the Gone Girl suggestion!
1026,159,"It's official, I am in LOVE with my new phone. I am done living in the stone age of Internet-less phones."
1027,159,Guess who just rotated her own tires...yes I'm a big girl now :)
1028,159,"Just listed her first item on ebay. Wow, I feel like a big kid!"
1029,159,Right now I want to go to Serendipity and have myself a frozen hot chocolate. Too bad I'm not in New York :(
1030,159,"I should be doing homework, but making cookies sounds like much more fun."
1031,159,is in class having a panic attack...wow this is not at all pleasant.
1032,160,Thanks for all the birthday wishes...I love all of you!..I even love all of you who didnt!) ha
1033,160,Memphis...down 14 goin into 4th...let make a come back!
1034,160,OKC and MEM...crazy game...Double OT. Lets go Memphis!
1035,160,life is so crazy...
1036,160,Lets go Bulls...GettR Done!
1037,160,Sorry Pacers...You get an E for effort!
1038,160,Sold my car today....Huh... What now?
1039,160,C'mon Jimmer..we need shots before the red light!
1040,160,I saw Jimmer last night!...OMG!
1041,160,"I'm on the pursuit of happiness... & I know everything that shine ain't always gonna be gold. I'll be fine once I get it, I'll be good."
1042,160,"The worst thing about crossing a line, is when you don't know, you already have..."
1043,160,crazy...i got the hickups...how do u get rid of them?
1044,160,All I have to say is...Wow!
1045,160,Thanks everyone....Much Love! XOXOXOXOXOXO
1046,160,dang im hungry...
1047,160,My heart thump not from being nervous...Sometimes I'm thinking God made me special here on purpose.
1048,160,"All my life, wanna do something major. Now every little thing I do might make it in the paper!"
1049,160,just finished up my classes...pheeww!! barely made it!
1050,160,I guess if I was simple in the mind...Everything would be fine.
1051,162,Please help if you can!
1052,162,What's the best way to store a Memory Foam mattress long term without ruining it? Dave and I are at a loss.
1053,162,Snapchat is fun. Find me: denisemadsen. I'm on it way more than I should be ??
1054,162,"1, 2, 3, 9, 7, 10, 11, 8, 8, 8... This is how Presley counts. She's too cute for words!!"
1055,162,I need a good makeup organizer! I'm looking for something that sits on the counter. Any suggestions on where I can get one last minute?
1056,162,Thank you Charity for taking such pretty maternity pictures! Taken at 26 weeks.
1057,162,Having the hardest time coming up with a Thanksgiving menu.. I need help!! PLEASE share your favorite side dishes/recipes!
1058,162,Our truck got rear ended... Man we're having bad luck with cars this month!!!
1059,162,My car died today.. RIP Suzuki! A new car is in my near future though :)
1060,162,My poor sick little baby finally fell asleep!
1061,162,A free one hour massage? Yes PLEASE!! Thank you Image Sculptors :)
1062,162,"Over 7 inches of rain since Thursday! I'm loving it, but I'm not loving the sink hole in my front yard.. :/"
1063,162,"Ahh, I love getting my teeth cleaned! So fresh and clean. Thanks Abilene Advanced Dentistry. Best Dentist office EVER :)"
1064,162,My blogs going private! If you want an invite give me your email address :)
1065,162,"I love my job but man, taxes are depressing!"
1066,162,Just watched the final episode of Bachelor Pad.... Holy crap hahahaha awesome!
1067,162,The bathroom remodel is FINALLY finished. I LOVE it!!! :)
1068,162,Bachelor Pad sucks me in every season!! *sigh*
1069,162,Woke up today and decided I'm ready for Football season and Halloween.. Whaaaat?  :)
1070,162,"I'm in serious need of an updated wardrobe! What are some good stores to get cutesie, frilly tops? Online stores work too :)"
1071,162,Sometimes being an adult and owning your own home is SO hard and VERY expensive. So stressed right now! :(
1072,164,Like a child kicking and screaming...
1073,164,It's Pokemon profile picture month!
1074,164,Please read and spread awareness. We as students of DSU should not let this go without a fight.
1075,164,Finally got my headshots done
1076,166,Yes Props to Rachel Street for the amazing photo!!!
1077,166,I'll post pictures when he does :)
1078,167,"Like Amy's kids and Hanneman and his siblings, and Ryder...that pretty much sums them all up!"
1079,167,"Thanks! A little slow at getting them up....just about 4 months old, buuut hey thats ok! And yeah this one girl I know that has really cute taste in clothes got it for me! ;)"
1080,167," I love that outfit, but the bottoms were so big on him at the time, totally makes him look out of proportion! ha"
1081,167,lou who....you love his long hair!
1082,167, You all are being entirely too kind.
1083,167,I'm dying over the fact my kid gets baptized in less than a month!!!
1084,169,Thank you so much everyone. We are so happy! We decided to do the elopement thing! And it was perfect! Thank you so much for all the well wishes we are so lucky to have such amazing friends and family.
1085,169,Pretty much have the coolest people in my life! Came home from a long day of work to find my house very tidy :) Thank you so much Steffany Duncan for cleaning my house. It means so much.
1086,169,"I am pretty dang happy, that s for sure! Hopefully one day we will be able to meet up!"
1087,169,I am truly happy. It was so fun to see you and your beautiful little man! Hopefully we can get together again!
1088,169, Life is to short to sweat the small stuff! I do not feel hurt by you at all! So many things have changed in my life for the better. Thanks uncle Dean! I love you and that has never changed.
1089,169,Well today was the last day of a going on 6 year run with Applebee's. I loved every single one of my apple buddies and I wish you all the best of luck you were like family to me.
1090,169,"I know I promise I am done for the day, But come on people we have a problem!"
1091,169,Summer time!!!!
1092,169,I am obsessed with TED talks !! Everyone should watch them! Go on YouTube now! It's kinda a big deal! :)
1093,169,I have been dizzy for two days!!! Any suggestions on how to stop being dizzy!! Going a little crazy.
1094,169,Beach run.....I think yes!!
1095,169,"Eat, pray, love!"
1096,169,Girls day downtown!! We are on a good one!
1097,169,I think I am going to start wearing work out clothes everywhere I go. maybe then I will convince my self to WORKOUT!
1098,169,Have I said before how much I love the rain!!!!!!!
1099,169,"Awww this is the life! Beautiful day. Hiking, beach subway and just a touch of football."
1100,169,Today feels like a run on the beach kind of day!
1101,169,Early morning Christmas party with the applecrew today! Yikes it's so early!!!!
1102,170,Waiting for Hyundai to finish my cars first oil change.
1103,170,"Guns dont kill people, people kill people."
1104,170,Cleaning out the pantry.
1105,170,I went to Which Wich and got the best sandwich I have ever had in my entire life.
1106,170,At the doctors office with the wife
1107,170,I would like to work on my online class right now although the schools server is down...
1108,170,Nitro is totally crazy!
1109,170,I bought a new puppy his name is Nitro!
1110,170,I sure hope the new Robin Hood kicks butt!
1111,170,It is crazy hard to type with a big cast thingy on your wrist.
1112,170,Utah's weather is on CRACK!
1113,170,Curse you snow!!!
1114,170,I hate early mornings.....Dang you Ethics and Values Class!!!
1115,170,School starts in two days.....SUCK
1116,170,Last final today HECK YA!
1117,171,unstantext
1118,172, Sheridan made it totally better!
1119,172,Happy Dirty Thirty to my longest time bestie! No matter how long between visits it's like there was no time at all. #letsgotothebeach love you Sara!
1120,172,Playing mermaid
1121,172,This stuff is better with friends. 
1122,173,"Words cannot even begin to express how truly grateful I am to be this sweet boy's momma. I never could have imagined how much he would change my life, but it is some much more than I could have ever asked for!! I am so blessed!! I can't wait to see what the future holds!! :)"
1123,173,"Awe, this was a fun trip. I have some fond memories from that day!! ??????"
1124,173,the relationship they have is the absolute sweetest!! This Brotherly love is a wonderful thing to get to watch blossom. ?
1125,175,I officially start my first day of grad school tomorrow! Wish me luck!
